order_id,customer_id,order_date,order_status,shipping_cost
O11601,C00920,2023-05-24,Shipped,6.99
O11602,C01157,2023-02-06,Pending,8.74
O11603,C00001,2023-11-14,Pending,29.38
O11604,C01043,2023-05-09,Pending,0.21
O11605,C01683,2023-04-13,Shipped,13.51
O11606,C01773,2023-01-23,Cancelled,11.83
O11607,C01231,2023-11-06,Shipped,20.01
O11608,C00962,2023-01-24,shipped,27.13
O11609,C00065,2023-12-08,Cancelled,21.17
O11610,C01415,2023-03-04,Pending,11.91
O11611,C02051,2023-10-08,Shipped,19.81
O11612,C01534,2023-07-18,Pending,12.41
O11613,C00319,2023-02-11,shipped,20.76
O11614,C00218,2023-08-12,Cancelled,22.39
O11615,C01554,2023-11-24,shipped,8.49
O11616,C01449,2023-12-20,Pending,18.07
O11617,C00406,2023-05-19,Shipped,9.83
O11618,C00341,2023-01-11,Cancelled,22.39
O11619,C01734,2023-08-04,Pending,14.69
O11620,C01482,2023-04-10,shipped,29.5
O11621,C01943,2023-01-04,Pending,20.82
O11622,C01097,2023-07-04,Shipped,7.82
O11623,C00983,2023-03-24,Shipped,2.06
O11624,C01993,2023-01-26,Cancelled,4.4
O11625,C00187,2023-04-16,shipped,10.49
O11626,C00327,2023-09-01,Pending,10.03
O11627,C00929,2023-09-15,Pending,11.25
O11628,C01181,2023-05-19,shipped,17.02
O11629,C00143,2023-01-10,shipped,20.29
O11630,C01852,2023-06-23,shipped,10.01
O11631,C01193,2023-05-25,Pending,20.9
O11632,C01467,2023-11-16,Cancelled,27.05
O11633,C00087,2023-09-02,Cancelled,8.54
O11634,C01691,2023-01-16,Shipped,3.51
O11635,C02084,2023-07-23,shipped,5.39
O11636,C01609,2023-01-05,Cancelled,20.88
O11637,C00210,2023-11-24,shipped,19.47
O11638,C02020,2023-09-08,Cancelled,14.82
O11639,C01900,2023-04-25,Pending,20.09
O11640,C00586,2023-05-23,Pending,21.45
O11641,C00695,2023-08-21,Pending,9.25
O11642,C00478,2023-07-17,shipped,21.68
O11643,C01329,2023-08-17,Cancelled,27.14
O11644,C01730,2023-10-06,Pending,5.09
O11645,C02073,2023-06-09,Cancelled,18.92
O11646,C02017,2023-06-05,Pending,17.04
O11647,C00761,2023-03-29,shipped,27.71
O11648,C01659,2023-02-26,Cancelled,27.28
O11649,C00020,2023-11-16,Cancelled,10.18
O11650,C00675,2023-06-20,shipped,23.87
O11651,C01778,2023-06-22,Pending,12.55
O11652,C00129,2023-07-27,Shipped,13.56
O11653,C00290,2023-05-19,Shipped,14.62
O11654,C01003,2023-02-17,shipped,13.19
O11655,C01696,2023-06-29,Shipped,29.46
O11656,C00392,2023-05-05,shipped,19.71
O11657,C01693,2023-10-27,Shipped,4.89
O11658,C01957,2023-12-31,Pending,20.91
O11659,C02106,2023-11-27,shipped,25.06
O11660,C01631,2023-12-08,Pending,1.86
O11661,C00227,2023-09-13,Cancelled,17.13
O11662,C00556,2023-02-11,Shipped,10.31
O11663,C00010,2023-06-10,Cancelled,18.54
O11664,C01686,2023-07-03,Shipped,3.18
O11665,C02150,2023-08-04,shipped,10.52
O11666,C00759,2023-09-08,Pending,14.47
O11667,C01666,2023-12-25,Cancelled,4.71
O11668,C01977,2023-04-10,Pending,1.49
O11669,C01804,2023-11-06,Cancelled,28.63
O11670,C00579,2023-02-07,Pending,9.03
O11671,C00427,2023-01-13,Cancelled,24.51
O11672,C01351,2023-05-06,Pending,10.05
O11673,C00186,2023-09-22,shipped,20.03
O11674,C01993,2023-05-03,Cancelled,6.14
O11675,C00443,2023-07-03,shipped,13.67
O11676,C01320,2023-05-08,Pending,6.96
O11677,C01954,2023-03-12,Shipped,5.39
O11678,C00286,2023-04-24,shipped,22.58
O11679,C00869,2023-09-19,Cancelled,14.03
O11680,C00877,2023-11-27,shipped,1.79
O11681,C01535,2023-04-27,shipped,10.39
O11682,C00970,2023-09-07,shipped,9.9
O11683,C01620,2023-06-25,Shipped,7.64
O11684,C00383,2023-01-15,Pending,5.37
O11685,C00051,2023-10-02,shipped,12.2
O11686,C00005,2023-08-07,shipped,22.26
O11687,C01148,2023-06-21,Cancelled,23.54
O11688,C00721,2023-09-14,Pending,23.86
O11689,C01480,2023-03-30,Shipped,27.77
O11690,C00966,2023-06-05,Cancelled,6.51
O11691,C01605,2023-11-15,Cancelled,2.41
O11692,C01400,2023-08-24,Pending,27.16
O11693,C00703,2023-02-04,shipped,18.31
O11694,C01625,2023-08-30,Cancelled,13.53
O11695,C00401,2023-11-16,shipped,14.57
O11696,C02169,2023-01-04,Shipped,28.32
O11697,C01707,2023-03-08,Shipped,27.25
O11698,C00974,2023-06-28,Pending,27.57
O11699,C00700,2023-02-15,Pending,21.6
O11700,C00167,2023-06-28,Shipped,23.57
O11701,C00043,2023-03-14,shipped,8.88
O11702,C01358,2023-01-16,Cancelled,2.65
O11703,C00003,2023-12-03,Pending,16.51
O11704,C01443,2023-04-21,shipped,3.95
O11705,C00139,2023-12-12,Cancelled,13.33
O11706,C00202,2023-04-21,Pending,12.57
O11707,C00055,2023-06-05,shipped,4.58
O11708,C01129,2023-07-04,Cancelled,2.32
O11709,C01169,2023-12-02,Pending,27.91
O11710,C01809,2023-01-01,shipped,15.18
O11711,C00083,2023-07-03,Pending,27.12
O11712,C00225,2023-11-29,Pending,19.29
O11713,C00550,2023-11-18,Cancelled,10.01
O11714,C01845,2023-09-18,Shipped,15.01
O11715,C00386,2023-01-21,shipped,4.29
O11716,C00827,2023-12-16,shipped,0.08
O11717,C00693,2023-01-22,Shipped,28.87
O11718,C01637,2023-12-18,Cancelled,2.99
O11719,C00783,2023-08-24,Pending,4.37
O11720,C00289,2023-05-27,Shipped,13.56
O11721,C01292,2023-01-13,Cancelled,12.73
O11722,C01243,2023-03-17,shipped,13.37
O11723,C00814,2023-12-20,Shipped,13.59
O11724,C01935,2023-07-15,Cancelled,22.0
O11725,C02167,2023-03-20,Cancelled,15.04
O11726,C01350,2023-04-19,Cancelled,17.75
O11727,C02122,2023-09-25,Cancelled,10.94
O11728,C00213,2023-07-21,Cancelled,9.66
O11729,C02182,2023-08-11,Cancelled,22.84
O11730,C00908,2023-05-05,Shipped,2.63
O11731,C01684,2023-01-11,Shipped,24.55
O11732,C01082,2023-02-17,Cancelled,29.88
O11733,C00404,2023-09-01,Shipped,18.06
O11734,C01806,2023-04-26,Pending,0.06
O11735,C00142,2023-07-08,shipped,2.25
O11736,C01491,2023-12-14,Shipped,9.2
O11737,C00061,2023-10-02,Shipped,23.06
O11738,C01741,2023-04-09,Pending,1.03
O11739,C00830,2023-12-25,shipped,1.16
O11740,C00090,2023-07-16,Pending,28.45
O11741,C00469,2023-09-12,shipped,12.14
O11742,C00849,2023-04-21,Pending,26.27
O11743,C00237,2023-10-05,Pending,15.68
O11744,C02024,2023-12-01,Pending,6.58
O11745,C01962,2023-10-12,Cancelled,7.66
O11746,C00961,2023-10-31,Pending,20.77
O11747,C00747,2023-08-26,shipped,27.11
O11748,C00714,2023-10-07,shipped,1.91
O11749,C01051,2023-08-03,Shipped,15.61
O11750,C00097,2023-06-20,Shipped,19.82
O11751,C01248,2023-04-24,Cancelled,5.94
O11752,C01963,2023-06-20,shipped,23.76
O11753,C02194,2023-05-15,Pending,1.87
O11754,C01205,2023-01-25,Cancelled,27.33
O11755,C00310,2023-07-06,Pending,27.44
O11756,C00119,2023-09-03,Pending,25.62
O11757,C00845,2023-03-24,shipped,12.55
O11758,C02139,2023-01-26,shipped,3.98
O11759,C00200,2023-10-25,Shipped,6.59
O11760,C00098,2023-02-07,shipped,27.74
O11761,C00569,2023-08-29,shipped,6.54
O11762,C01665,2023-11-25,Cancelled,8.21
O11763,C01791,2023-11-12,Pending,2.08
O11764,C00037,2023-04-07,shipped,14.26
O11765,C00138,2023-07-07,shipped,12.14
O11766,C00756,2023-06-06,Shipped,22.96
O11767,C00108,2023-05-11,shipped,20.99
O11768,C02184,2023-03-11,Cancelled,17.87
O11769,C00260,2023-04-16,Pending,2.39
O11770,C01274,2023-03-06,Shipped,12.9
O11771,C01682,2023-08-30,Cancelled,27.56
O11772,C00327,2023-05-25,Pending,14.31
O11773,C00585,2023-12-23,shipped,16.47
O11774,C00937,2023-06-13,shipped,5.49
O11775,C01376,2023-03-21,Shipped,6.48
O11776,C00888,2023-05-14,Shipped,17.26
O11777,C01811,2023-04-10,Cancelled,27.27
O11778,C00943,2023-08-17,Pending,1.4
O11779,C00125,2023-04-06,Pending,25.97
O11780,C01370,2023-08-28,Cancelled,26.27
O11781,C01682,2023-07-27,shipped,9.33
O11782,C01244,2023-10-20,shipped,24.09
O11783,C01111,2023-12-17,shipped,26.91
O11784,C01974,2023-10-21,Pending,7.21
O11785,C00361,2023-07-10,Shipped,22.76
O11786,C01448,2023-06-06,Cancelled,25.65
O11787,C00920,2023-12-07,Shipped,23.84
O11788,C01596,2023-07-17,Pending,21.72
O11789,C00910,2023-04-12,shipped,28.11
O11790,C01684,2023-11-01,shipped,9.44
O11791,C02080,2023-12-18,Shipped,25.52
O11792,C00241,2023-12-13,shipped,1.92
O11793,C02143,2023-12-02,Pending,22.41
O11794,C00806,2023-08-28,shipped,23.35
O11795,C00815,2023-04-02,Shipped,21.23
O11796,C01176,2023-09-04,Cancelled,16.24
O11797,C00237,2023-01-28,Cancelled,29.4
O11798,C01170,2023-08-11,Cancelled,26.98
O11799,C01560,2023-07-09,Cancelled,25.27
O11800,C00943,2023-10-20,Pending,17.61
O11801,C01296,2023-11-22,Cancelled,25.17
O11802,C02068,2023-10-03,Cancelled,23.19
O11803,C02112,2023-04-05,shipped,10.34
O11804,C01911,2023-05-05,Shipped,23.81
O11805,C01372,2023-04-18,Pending,4.77
O11806,C00155,2023-11-29,Pending,13.32
O11807,C00379,2023-09-29,Pending,16.14
O11808,C00271,2023-06-18,Pending,19.9
O11809,C01131,2023-03-29,Shipped,16.87
O11810,C01927,2023-01-03,Cancelled,19.48
O11811,C00754,2023-05-10,Pending,8.76
O11812,C01594,2023-10-27,Cancelled,7.6
O11813,C00840,2023-01-05,Pending,22.66
O11814,C00612,2023-04-12,Pending,27.76
O11815,C02098,2023-05-31,Cancelled,16.68
O11816,C00020,2023-05-06,shipped,9.57
O11817,C00393,2023-02-22,Shipped,8.37
O11818,C00087,2023-08-03,Cancelled,15.73
O11819,C02196,2023-06-08,Shipped,7.54
O11820,C00167,2023-09-07,shipped,20.19
O11821,C01280,2023-05-05,Pending,2.62
O11822,C00459,2023-12-02,Pending,21.04
O11823,C00824,2023-09-14,shipped,19.15
O11824,C00848,2023-12-04,Cancelled,29.32
O11825,C01541,2023-08-02,Shipped,14.47
O11826,C00975,2023-08-26,Cancelled,15.3
O11827,C00446,2023-02-15,Cancelled,8.99
O11828,C01064,2023-01-02,Pending,5.24
O11829,C00220,2023-04-25,Pending,25.5
O11830,C00255,2023-07-27,Shipped,13.44
O11831,C00275,2023-05-22,Pending,20.93
O11832,C00508,2023-01-23,Shipped,26.47
O11833,C01145,2023-05-26,Cancelled,0.43
O11834,C00811,2023-09-27,Shipped,7.92
O11835,C00442,2023-03-21,Shipped,14.23
O11836,C01834,2023-01-25,Shipped,5.88
O11837,C00144,2023-03-12,Shipped,6.04
O11838,C00886,2023-06-22,Cancelled,7.71
O11839,C01153,2023-01-23,shipped,0.92
O11840,C01236,2023-03-16,Pending,6.86
O11841,C00985,2023-12-07,Pending,13.19
O11842,C00469,2023-03-01,Pending,29.7
O11843,C01839,2023-08-31,Cancelled,25.07
O11844,C01045,2023-07-12,Shipped,8.39
O11845,C01365,2023-09-01,Cancelled,10.02
O11846,C00192,2023-10-23,Shipped,13.25
O11847,C00582,2023-11-11,Pending,24.03
O11848,C00338,2023-06-10,Shipped,1.79
O11849,C00497,2023-04-13,Shipped,3.39
O11850,C01069,2023-10-19,shipped,25.08
O11851,C00467,2023-04-29,Pending,13.78
O11852,C00147,2023-05-22,shipped,16.43
O11853,C00421,2023-10-12,Cancelled,23.82
O11854,C00559,2023-02-12,shipped,15.84
O11855,C00807,2023-01-17,Cancelled,22.39
O11856,C00549,2023-10-05,Pending,13.5
O11857,C01689,2023-08-08,Shipped,28.42
O11858,C01557,2023-08-21,Cancelled,25.05
O11859,C01519,2023-05-04,shipped,11.05
O11860,C01546,2023-06-29,Cancelled,17.52
O11861,C00934,2023-02-22,shipped,28.73
O11862,C00112,2023-03-27,Cancelled,23.57
O11863,C00061,2023-04-21,Pending,0.01
O11864,C01127,2023-07-15,Shipped,11.04
O11865,C00412,2023-07-07,Shipped,21.73
O11866,C02130,2023-08-29,Cancelled,25.27
O11867,C00754,2023-12-22,Pending,19.07
O11868,C01165,2023-03-10,shipped,5.51
O11869,C00266,2023-05-06,Cancelled,14.52
O11870,C01481,2023-09-25,shipped,25.32
O11871,C00961,2023-07-07,Cancelled,10.08
O11872,C02040,2023-10-31,shipped,7.61
O11873,C00684,2023-03-03,Cancelled,18.77
O11874,C00136,2023-02-21,Pending,15.67
O11875,C00776,2023-12-05,Shipped,29.9
O11876,C01135,2023-04-03,Pending,3.19
O11877,C01165,2023-04-05,shipped,18.93
O11878,C01201,2023-06-24,Pending,9.55
O11879,C01061,2023-09-20,Shipped,8.19
O11880,C01572,2023-03-13,shipped,11.8
O11881,C01524,2023-01-13,Pending,0.19
O11882,C00612,2023-01-26,shipped,6.7
O11883,C00307,2023-02-15,Cancelled,10.54
O11884,C00243,2023-08-24,Cancelled,29.72
O11885,C01782,2023-05-29,Shipped,18.94
O11886,C01023,2023-09-15,Shipped,21.9
O11887,C00009,2023-11-12,Pending,5.75
O11888,C02138,2023-06-28,Cancelled,18.11
O11889,C01009,2023-09-11,shipped,6.52
O11890,C01072,2023-04-28,Shipped,3.66
O11891,C01217,2023-02-23,Pending,12.86
O11892,C02146,2023-11-27,shipped,0.89
O11893,C00035,2023-12-11,shipped,21.97
O11894,C01190,2023-11-25,shipped,28.81
O11895,C00851,2023-04-07,Pending,0.86
O11896,C01130,2023-04-05,Shipped,16.8
O11897,C01650,2023-07-29,Pending,25.13
O11898,C00496,2023-05-29,Pending,28.62
O11899,C01734,2023-07-11,Shipped,18.53
O11900,C02022,2023-04-21,Cancelled,21.39
O11901,C01826,2023-03-28,Cancelled,27.34
O11902,C00342,2023-02-26,Pending,17.81
O11903,C01920,2023-02-21,Cancelled,20.0
O11904,C01488,2023-09-06,Cancelled,14.11
O11905,C00702,2023-09-26,Pending,4.14
O11906,C00503,2023-07-31,Cancelled,28.4
O11907,C00742,2023-01-12,shipped,26.89
O11908,C01850,2023-10-30,Shipped,27.1
O11909,C01506,2023-12-12,Shipped,14.38
O11910,C02168,2023-03-14,Shipped,28.42
O11911,C01745,2023-11-09,Cancelled,9.55
O11912,C02035,2023-03-14,Cancelled,16.45
O11913,C01077,2023-03-02,Pending,18.99
O11914,C01351,2023-07-23,Shipped,29.06
O11915,C00915,2023-09-08,Pending,3.29
O11916,C00654,2023-01-11,Shipped,5.58
O11917,C00898,2023-03-09,shipped,16.72
O11918,C00414,2023-12-28,Pending,4.51
O11919,C00774,2023-11-13,Pending,25.68
O11920,C01336,2023-03-30,Pending,7.11
O11921,C01861,2023-12-28,Pending,25.92
O11922,C01087,2023-11-29,shipped,21.57
O11923,C01389,2023-02-04,Pending,11.52
O11924,C00240,2023-11-27,Shipped,17.71
O11925,C00073,2023-12-31,Shipped,9.18
O11926,C01015,2023-04-27,Cancelled,29.15
O11927,C02050,2023-01-24,shipped,5.06
O11928,C00628,2023-09-28,Cancelled,29.32
O11929,C01841,2023-09-14,Shipped,6.31
O11930,C01958,2023-08-26,shipped,27.85
O11931,C01879,2023-04-26,Cancelled,15.21
O11932,C01665,2023-05-11,Cancelled,6.14
O11933,C00372,2023-09-06,Shipped,1.17
O11934,C00597,2023-03-30,Pending,29.6
O11935,C01557,2023-09-13,shipped,7.78
O11936,C01795,2023-01-24,shipped,10.12
O11937,C01585,2023-10-02,shipped,15.63
O11938,C01029,2023-06-20,shipped,26.46
O11939,C00304,2023-10-01,Shipped,19.45
O11940,C00652,2023-11-05,Shipped,3.71
O11941,C02095,2023-04-19,shipped,26.92
O11942,C00819,2023-10-10,Cancelled,29.85
O11943,C00922,2023-08-23,Shipped,5.05
O11944,C01920,2023-07-18,Pending,14.76
O11945,C01907,2023-06-21,Shipped,5.78
O11946,C01719,2023-05-27,Pending,2.81
O11947,C02157,2023-06-10,Shipped,23.19
O11948,C00250,2023-10-09,shipped,27.26
O11949,C01316,2023-12-14,Shipped,16.56
O11950,C00083,2023-06-18,Shipped,29.56
O11951,C02104,2023-12-30,Pending,5.64
O11952,C00398,2023-06-10,Pending,8.47
O11953,C00072,2023-03-02,Shipped,13.68
O11954,C00850,2023-05-08,Pending,12.8
O11955,C00514,2023-10-27,Shipped,4.04
O11956,C00982,2023-03-03,shipped,26.38
O11957,C01950,2023-03-15,Pending,23.65
O11958,C00649,2023-03-01,Shipped,1.73
O11959,C00024,2023-04-22,Cancelled,20.75
O11960,C02005,2023-11-04,shipped,25.44
O11961,C02042,2023-03-15,shipped,10.75
O11962,C01034,2023-08-20,Pending,7.56
O11963,C01456,2023-01-24,Cancelled,1.86
O11964,C01415,2023-09-23,Cancelled,18.08
O11965,C02166,2023-06-06,Pending,0.63
O11966,C01566,2023-07-13,Cancelled,25.07
O11967,C01735,2023-06-18,Pending,12.98
O11968,C01809,2023-01-07,Cancelled,6.0
O11969,C01191,2023-06-19,Pending,20.13
O11970,C01520,2023-10-01,Shipped,28.48
O11971,C01723,2023-09-20,shipped,25.19
O11972,C00179,2023-08-11,Pending,8.0
O11973,C00588,2023-05-04,Cancelled,29.54
O11974,C00252,2023-10-03,Pending,27.02
O11975,C01879,2023-05-23,Shipped,29.7
O11976,C02177,2023-08-20,Pending,1.16
O11977,C00632,2023-01-29,shipped,20.03
O11978,C00291,2023-07-17,Pending,5.73
O11979,C00216,2023-11-30,shipped,6.9
O11980,C00525,2023-05-19,Pending,22.05
O11981,C02066,2023-07-19,shipped,22.31
O11982,C02032,2023-09-23,Cancelled,29.57
O11983,C02152,2023-01-27,Pending,18.45
O11984,C00879,2023-12-13,Cancelled,1.99
O11985,C01962,2023-01-28,Pending,23.71
O11986,C00157,2023-12-29,Shipped,26.05
O11987,C01913,2023-08-14,Pending,0.05
O11988,C01641,2023-11-30,shipped,3.81
O11989,C01789,2023-04-30,shipped,3.93
O11990,C00820,2023-10-02,shipped,9.43
O11991,C02148,2023-12-04,shipped,5.91
O11992,C02119,2023-06-05,Cancelled,21.21
O11993,C01439,2023-08-02,Shipped,21.63
O11994,C00019,2023-11-26,Pending,23.61
O11995,C00999,2023-02-19,Cancelled,13.79
O11996,C00481,2023-03-30,Shipped,24.05
O11997,C00305,2023-12-01,Cancelled,12.32
O11998,C01589,2023-11-29,Pending,24.0
O11999,C00981,2023-03-07,Pending,14.34
O12000,C01495,2023-10-20,Cancelled,25.82
O12001,C01102,2023-04-05,Cancelled,10.96
O12002,C01790,2023-02-15,Cancelled,19.51
O12003,C01267,2023-02-09,Cancelled,20.6
O12004,C00490,2023-06-28,shipped,0.79
O12005,C01996,2023-10-06,Shipped,25.28
O12006,C00662,2023-02-18,shipped,7.87
O12007,C00858,2023-10-26,Cancelled,26.26
O12008,C00680,2023-04-01,shipped,5.15
O12009,C02128,2023-04-07,Shipped,7.14
O12010,C00174,2023-10-29,Shipped,11.41
O12011,C00373,2023-03-23,Shipped,22.06
O12012,C00401,2023-03-30,shipped,15.87
O12013,C00024,2023-07-20,Pending,6.14
O12014,C01759,2023-08-20,shipped,28.71
O12015,C00461,2023-09-15,Shipped,20.12
O12016,C02195,2023-10-22,Shipped,0.16
O12017,C01822,2023-08-17,Cancelled,21.13
O12018,C01085,2023-10-27,Shipped,8.2
O12019,C00333,2023-10-30,shipped,3.64
O12020,C02110,2023-04-23,Pending,5.94
O12021,C01596,2023-01-21,Shipped,15.62
O12022,C00735,2023-04-06,Pending,25.71
O12023,C01394,2023-06-24,shipped,4.95
O12024,C01683,2023-07-20,Shipped,13.23
O12025,C01647,2023-06-12,Cancelled,27.23
O12026,C00331,2023-12-30,Shipped,18.99
O12027,C01385,2023-04-23,shipped,27.18
O12028,C01273,2023-11-22,Pending,14.92
O12029,C00012,2023-06-01,Shipped,15.24
O12030,C00807,2023-04-03,Shipped,9.96
O12031,C00028,2023-05-31,Shipped,5.61
O12032,C01332,2023-02-22,Shipped,22.38
O12033,C01153,2023-12-08,Cancelled,18.52
O12034,C01595,2023-12-01,Shipped,29.82
O12035,C00303,2023-09-18,Shipped,23.7
O12036,C00465,2023-03-21,Pending,8.37
O12037,C01607,2023-08-26,Cancelled,27.5
O12038,C01850,2023-12-23,Pending,17.63
O12039,C01687,2023-03-25,Shipped,13.79
O12040,C01912,2023-05-30,Pending,5.54
O12041,C00092,2023-03-16,Shipped,15.79
O12042,C00335,2023-02-07,Pending,6.39
O12043,C00269,2023-02-12,shipped,0.47
O12044,C00134,2023-10-29,Cancelled,4.06
O12045,C02033,2023-06-02,Cancelled,26.19
O12046,C01724,2023-03-03,Shipped,11.93
O12047,C01380,2023-09-17,shipped,27.33
O12048,C01831,2023-06-12,Shipped,8.66
O12049,C01375,2023-01-15,Cancelled,4.76
O12050,C01768,2023-02-15,Pending,0.91
O12051,C00245,2023-08-08,shipped,15.39
O12052,C00693,2023-04-16,shipped,2.03
O12053,C00579,2023-04-07,shipped,25.23
O12054,C01284,2023-03-13,Shipped,6.92
O12055,C02129,2023-08-25,Pending,13.39
O12056,C01423,2023-05-15,Cancelled,17.64
O12057,C00663,2023-12-27,Cancelled,7.66
O12058,C01088,2023-12-03,Shipped,4.63
O12059,C01133,2023-07-03,Shipped,24.21
O12060,C00870,2023-10-02,Cancelled,17.59
O12061,C02060,2023-12-02,Cancelled,11.0
O12062,C02074,2023-09-15,shipped,24.03
O12063,C01322,2023-01-21,shipped,19.77
O12064,C01680,2023-08-13,shipped,27.1
O12065,C01056,2023-12-25,Pending,4.85
O12066,C01772,2023-04-26,Pending,2.99
O12067,C02062,2023-07-28,Shipped,20.86
O12068,C01474,2023-02-09,Cancelled,15.28
O12069,C00887,2023-10-13,shipped,29.91
O12070,C00022,2023-09-02,Cancelled,15.54
O12071,C01672,2023-01-06,shipped,5.65
O12072,C01335,2023-05-15,Pending,6.29
O12073,C01820,2023-04-27,Pending,24.53
O12074,C01592,2023-11-25,Pending,1.65
O12075,C00675,2023-07-07,Shipped,21.8
O12076,C00105,2023-03-07,Shipped,17.98
O12077,C00677,2023-02-08,shipped,11.11
O12078,C00468,2023-07-02,Pending,15.99
O12079,C01242,2023-04-19,shipped,21.07
O12080,C00380,2023-06-07,Cancelled,15.11
O12081,C01462,2023-08-09,Shipped,25.57
O12082,C01916,2023-09-07,shipped,23.35
O12083,C01456,2023-09-28,Pending,26.46
O12084,C00191,2023-04-15,shipped,5.72
O12085,C01690,2023-06-02,shipped,26.68
O12086,C01105,2023-08-29,shipped,10.25
O12087,C01724,2023-01-27,Shipped,11.33
O12088,C00404,2023-01-14,Pending,21.39
O12089,C01029,2023-11-11,Pending,27.97
O12090,C01119,2023-07-03,shipped,3.48
O12091,C01017,2023-02-17,Shipped,5.6
O12092,C01363,2023-07-02,Pending,7.88
O12093,C00556,2023-04-10,Pending,26.39
O12094,C00600,2023-02-28,Pending,0.91
O12095,C00871,2023-08-18,shipped,5.31
O12096,C01877,2023-02-03,Shipped,23.2
O12097,C00435,2023-10-02,Cancelled,0.47
O12098,C01275,2023-09-03,Pending,1.58
O12099,C01970,2023-03-06,Shipped,2.47
O12100,C02164,2023-04-16,Pending,25.05
O12101,C00210,2023-07-09,shipped,18.02
O12102,C01716,2023-11-28,Pending,13.59
O12103,C00243,2023-08-26,Cancelled,14.18
O12104,C00812,2023-10-21,Shipped,23.2
O12105,C01229,2023-03-05,Cancelled,14.51
O12106,C00963,2023-12-11,Pending,12.62
O12107,C00923,2023-07-09,Shipped,8.55
O12108,C00752,2023-06-11,Pending,5.83
O12109,C00049,2023-07-07,Shipped,10.13
O12110,C01412,2023-10-31,shipped,29.62
O12111,C01542,2023-09-17,Pending,4.09
O12112,C00885,2023-10-28,shipped,17.64
O12113,C02192,2023-11-27,shipped,0.24
O12114,C00383,2023-01-18,shipped,13.2
O12115,C00549,2023-04-20,shipped,21.82
O12116,C01014,2023-01-13,shipped,8.83
O12117,C01607,2023-06-27,shipped,27.23
O12118,C00497,2023-11-20,Cancelled,0.26
O12119,C01376,2023-07-28,Cancelled,24.51
O12120,C01075,2023-11-15,Pending,25.81
O12121,C01799,2023-08-18,Cancelled,4.04
O12122,C00207,2023-12-05,Cancelled,14.73
O12123,C00832,2023-01-27,shipped,24.93
O12124,C00140,2023-11-22,Cancelled,28.23
O12125,C01056,2023-07-17,Cancelled,25.09
O12126,C00903,2023-04-21,Cancelled,1.69
O12127,C01547,2023-07-24,Shipped,10.94
O12128,C01188,2023-07-15,Pending,10.76
O12129,C00682,2023-11-03,Shipped,19.33
O12130,C00686,2023-03-27,shipped,5.74
O12131,C00603,2023-10-12,Cancelled,12.37
O12132,C00988,2023-09-25,Shipped,5.65
O12133,C00767,2023-04-02,Cancelled,13.33
O12134,C01475,2023-10-02,shipped,20.67
O12135,C00440,2023-01-14,shipped,29.07
O12136,C00410,2023-10-11,shipped,14.88
O12137,C01595,2023-09-18,Shipped,22.81
O12138,C01859,2023-09-23,Pending,12.32
O12139,C01140,2023-03-25,Pending,16.93
O12140,C01010,2023-06-22,Cancelled,9.3
O12141,C01391,2023-04-02,Cancelled,19.28
O12142,C00905,2023-07-05,Shipped,11.59
O12143,C02114,2023-03-01,Shipped,8.32
O12144,C00073,2023-01-08,Pending,22.02
O12145,C00569,2023-12-21,Pending,26.89
O12146,C01279,2023-08-20,Cancelled,26.84
O12147,C01341,2023-08-04,Shipped,16.44
O12148,C00004,2023-09-04,Shipped,7.0
O12149,C01214,2023-12-05,shipped,27.26
O12150,C01932,2023-09-07,Cancelled,12.14
O12151,C01912,2023-12-02,Cancelled,27.57
O12152,C00644,2023-01-19,shipped,25.55
O12153,C01845,2023-03-04,Cancelled,8.86
O12154,C01103,2023-04-18,Shipped,28.87
O12155,C01194,2023-02-28,Cancelled,0.63
O12156,C00048,2023-11-23,Pending,18.81
O12157,C01652,2023-01-08,Shipped,14.32
O12158,C01919,2023-04-05,shipped,20.33
O12159,C01948,2023-09-19,shipped,10.43
O12160,C00746,2023-05-10,Pending,10.71
O12161,C01987,2023-07-25,Cancelled,20.9
O12162,C00619,2023-02-19,Pending,5.64
O12163,C00538,2023-05-12,shipped,10.45
O12164,C00564,2023-02-09,Cancelled,25.12
O12165,C01626,2023-02-12,Pending,0.93
O12166,C00522,2023-11-03,Shipped,28.19
O12167,C00096,2023-05-23,Shipped,5.89
O12168,C02060,2023-10-01,Pending,24.15
O12169,C01719,2023-05-23,Shipped,15.34
O12170,C01331,2023-11-23,Cancelled,3.99
O12171,C01161,2023-01-18,Pending,27.68
O12172,C00698,2023-12-12,Cancelled,20.05
O12173,C01842,2023-01-24,Shipped,27.15
O12174,C00291,2023-03-30,shipped,1.27
O12175,C00492,2023-09-09,shipped,23.93
O12176,C02010,2023-12-21,Shipped,1.54
O12177,C00627,2023-05-06,shipped,6.03
O12178,C00881,2023-01-22,Cancelled,21.04
O12179,C01687,2023-09-10,Pending,20.79
O12180,C00270,2023-06-20,Shipped,17.6
O12181,C01240,2023-07-15,Shipped,17.6
O12182,C02002,2023-01-07,Cancelled,24.49
O12183,C00527,2023-01-09,Cancelled,10.54
O12184,C01729,2023-09-29,Pending,21.63
O12185,C00202,2023-02-01,Cancelled,9.27
O12186,C01988,2023-07-04,Shipped,27.98
O12187,C01877,2023-09-14,shipped,21.92
O12188,C00742,2023-04-28,Cancelled,22.29
