order_id,product_id,quantity,discount
O12077,P367,5,9.27
O12077,P195,1,13.61
O12077,P322,7,9.14
O12077,P391,8,6.06
O12077,P267,7,15.97
O12078,P172,5,1.5
O12078,P163,2,6.46
O12078,P225,7,18.68
O12079,P231,2,2.58
O12079,P329,7,12.68
O12079,P260,1,12.49
O12079,P366,2,8.52
O12080,P354,5,15.1
O12080,P183,8,5.36
O12080,P275,8,7.35
O12080,P330,1,4.18
O12081,P362,4,19.68
O12081,P315,1,10.14
O12082,P373,2,9.56
O12082,P313,2,11.29
O12083,P262,7,11.67
O12083,P194,7,0.26
O12084,P161,5,11.03
O12084,P320,5,9.71
O12084,P288,5,10.54
O12084,P213,4,13.07
O12085,P252,8,5.89
O12085,P353,2,2.12
O12085,P347,8,10.38
O12086,P350,8,3.9
O12086,P296,7,17.38
O12086,P356,6,8.23
O12087,P258,1,4.02
O12087,P142,1,16.76
O12087,P293,2,8.24
O12087,P100,6,4.21
O12087,P162,6,19.09
O12088,P284,5,11.58
O12088,P181,7,16.1
O12088,P269,5,10.13
O12089,P200,3,6.09
O12089,P116,1,0.36
O12089,P383,3,4.36
O12089,P230,2,11.88
O12089,P134,2,11.22
O12090,P172,2,8.16
O12090,P373,2,7.29
O12090,P286,5,4.0
O12090,P268,3,9.99
O12090,P375,6,8.9
O12091,P333,5,5.63
O12091,P234,5,17.54
O12091,P375,8,12.08
O12091,P195,3,3.11
O12092,P100,4,0.06
O12092,P136,4,17.68
O12092,P175,1,8.67
O12093,P107,4,17.7
O12093,P242,7,4.75
O12093,P196,4,8.94
O12093,P104,6,14.86
O12094,P240,4,15.89
O12094,P121,3,8.59
O12094,P317,2,0.32
O12095,P163,5,18.53
O12095,P212,5,13.21
O12096,P202,5,9.88
O12096,P135,8,11.92
O12097,P244,7,0.45
O12098,P232,7,11.68
O12099,P352,8,2.25
O12099,P141,4,3.43
O12099,P304,3,3.78
O12100,P282,8,11.64
O12101,P388,2,14.52
O12101,P311,2,1.77
O12101,P273,1,9.82
O12101,P204,5,16.99
O12101,P212,8,8.83
O12102,P117,6,8.26
O12102,P281,7,2.23
O12102,P125,3,5.22
O12102,P165,8,3.95
O12102,P349,1,16.37
O12103,P171,1,4.59
O12104,P344,8,11.86
O12104,P369,4,15.76
O12104,P165,8,15.01
O12104,P304,6,10.24
O12105,P146,4,11.21
O12105,P164,2,5.1
O12105,P350,6,8.09
O12106,P161,8,12.04
O12106,P142,1,4.08
O12106,P392,6,13.06
O12106,P335,8,9.37
O12106,P308,6,13.21
O12107,P126,6,0.12
O12107,P205,1,8.26
O12107,P247,4,19.25
O12107,P106,3,3.32
O12108,P307,3,4.09
O12109,P385,7,13.83
O12109,P161,2,4.69
O12110,P295,5,11.87
O12110,P230,5,2.42
O12111,P240,8,3.05
O12112,P213,4,7.19
O12112,P105,5,10.45
O12113,P292,7,1.26
O12114,P368,4,18.69
O12114,P200,2,5.39
O12114,P151,5,16.19
O12115,P281,1,7.86
O12115,P249,5,5.47
O12115,P195,8,19.75
O12115,P340,8,12.2
O12115,P171,6,17.91
O12116,P380,5,2.41
O12116,P197,6,12.46
O12117,P356,1,13.85
O12118,P103,1,10.86
O12119,P154,4,9.03
O12119,P186,7,6.45
O12119,P134,4,14.19
O12119,P141,8,1.47
O12119,P136,8,10.97
O12120,P262,7,1.92
O12121,P180,8,7.22
O12121,P125,5,1.88
O12121,P175,1,15.02
O12121,P204,2,7.69
O12122,P394,8,10.33
O12122,P251,6,5.75
O12122,P112,6,16.5
O12123,P249,5,2.36
O12124,P235,6,12.44
O12124,P271,7,11.75
O12124,P365,3,7.42
O12125,P274,7,19.04
O12126,P307,1,1.11
O12126,P303,7,5.4
O12127,P236,5,13.91
O12127,P355,6,8.67
O12127,P355,1,19.98
O12128,P245,3,9.78
O12129,P230,1,11.8
O12129,P299,6,4.01
O12129,P269,5,14.57
O12129,P337,4,13.56
O12130,P365,7,12.74
O12130,P374,8,6.11
O12130,P303,7,12.45
O12130,P312,7,3.79
O12131,P317,6,9.09
O12131,P226,6,4.47
O12131,P342,6,18.03
O12131,P287,2,2.44
O12131,P277,1,5.6
O12132,P178,4,1.73
O12132,P356,4,17.69
O12133,P185,5,4.59
O12133,P279,7,4.33
O12133,P302,7,19.4
O12133,P170,4,15.66
O12134,P281,5,6.05
O12134,P117,4,8.42
O12134,P322,6,11.59
O12134,P141,4,16.14
O12134,P363,7,19.16
O12135,P110,5,15.51
O12135,P379,5,10.35
O12135,P100,4,10.98
O12135,P358,4,18.87
O12136,P231,8,16.73
O12137,P322,2,12.58
O12137,P104,1,1.37
O12137,P116,1,1.16
O12137,P293,7,10.5
O12138,P132,3,5.2
O12138,P127,4,11.28
O12138,P101,1,10.51
O12139,P197,5,3.36
O12139,P134,4,8.54
O12140,P291,7,3.07
O12141,P209,2,15.86
O12141,P258,6,9.96
O12141,P337,7,18.08
O12142,P178,1,14.34
O12142,P366,2,8.81
O12143,P149,2,4.68
O12143,P397,8,4.25
O12144,P317,1,8.18
O12144,P365,5,13.97
O12145,P246,3,5.89
O12145,P321,2,8.7
O12145,P168,8,5.1
O12145,P358,8,16.83
O12145,P390,2,19.27
O12146,P136,5,0.9
O12146,P339,2,3.2
O12147,P193,5,16.04
O12148,P304,7,2.37
O12149,P236,6,1.96
O12150,P125,6,1.97
O12150,P140,4,15.87
O12150,P266,6,7.65
O12151,P121,3,12.6
O12151,P345,8,5.23
O12151,P170,2,9.12
O12151,P386,5,12.07
O12152,P248,7,0.48
O12152,P134,1,10.76
O12152,P342,8,19.66
O12152,P338,2,14.77
O12152,P107,3,7.11
O12153,P171,7,17.0
O12153,P109,2,1.7
O12153,P299,5,8.8
O12153,P136,3,2.67
O12154,P189,7,19.9
O12155,P350,2,7.17
O12155,P323,8,12.39
O12156,P114,8,0.15
O12156,P299,6,17.71
O12156,P347,3,10.83
O12156,P198,5,9.84
O12156,P161,4,6.64
O12157,P238,3,4.99
O12157,P358,2,5.26
O12157,P250,3,17.1
O12158,P359,4,17.73
O12158,P334,4,16.8
O12159,P217,2,3.71
O12159,P172,4,15.68
O12160,P269,6,2.83
O12161,P196,6,14.95
O12161,P364,1,17.32
O12161,P376,2,8.97
O12162,P265,1,4.8
O12162,P345,1,13.23
O12162,P317,7,3.97
O12162,P168,5,0.02
O12163,P335,7,13.58
O12164,P331,1,18.36
O12165,P318,2,16.47
O12165,P172,4,16.38
O12165,P310,4,17.24
O12166,P383,4,18.7
O12166,P252,7,13.75
O12167,P395,5,17.34
O12167,P103,3,0.01
O12168,P231,6,14.33
O12168,P317,5,3.04
O12168,P236,7,6.26
O12168,P197,8,2.27
O12169,P102,2,19.06
O12170,P309,1,2.6
O12171,P190,7,18.77
O12171,P329,6,5.86
O12172,P218,5,3.34
O12172,P310,5,6.08
O12172,P392,1,8.22
O12173,P300,4,1.24
O12173,P319,7,6.27
O12174,P322,3,11.07
O12174,P230,8,3.8
O12174,P182,7,5.43
O12174,P206,3,2.93
O12175,P293,6,18.17
O12175,P309,7,12.61
O12175,P335,6,17.62
O12175,P202,6,0.21
O12176,P248,7,2.35
O12176,P281,6,8.33
O12176,P188,4,2.91
O12176,P324,3,5.0
O12176,P113,5,7.25
O12177,P331,4,2.04
O12177,P361,6,16.44
O12177,P263,2,16.47
O12178,P398,8,6.85
O12178,P231,4,11.23
O12178,P395,1,14.72
O12178,P137,1,5.55
O12178,P332,8,12.84
O12179,P208,4,1.19
O12179,P106,7,2.1
O12180,P260,8,10.59
O12181,P153,5,13.55
O12181,P352,4,12.41
O12181,P295,8,7.21
O12181,P377,1,13.17
O12182,P118,4,5.08
O12182,P161,5,0.24
O12182,P162,3,5.79
O12183,P216,6,8.34
O12183,P218,5,15.58
O12183,P399,1,0.03
O12183,P252,1,15.2
O12183,P376,3,13.89
O12184,P261,1,5.16
O12185,P110,5,0.6
O12185,P274,7,0.03
O12185,P274,4,4.97
O12185,P110,5,6.3
O12186,P378,2,4.74
O12186,P122,3,3.64
O12186,P134,8,9.24
O12186,P305,7,12.61
O12187,P175,5,8.26
O12187,P188,4,5.36
O12188,P336,3,5.9
O12188,P388,4,13.72
O12188,P209,7,16.21
O12188,P381,8,18.59
O12188,P241,4,9.15
O12189,P192,6,9.71
O12189,P391,7,19.88
O12189,P395,2,16.55
O12190,P297,2,9.68
O12190,P273,7,2.15
O12190,P121,7,19.85
O12191,P305,2,11.16
O12192,P253,3,0.95
O12193,P150,5,16.89
O12193,P334,1,6.85
O12194,P256,1,1.89
O12194,P260,4,18.51
O12195,P194,3,18.17
O12196,P361,2,16.71
O12196,P382,6,1.46
O12196,P306,8,4.31
O12197,P337,3,14.71
O12197,P393,7,3.89
O12197,P339,7,2.01
O12197,P135,6,15.46
O12197,P271,6,19.03
O12198,P169,8,8.61
O12198,P260,3,15.43
O12199,P192,3,3.8
O12199,P337,4,15.03
O12199,P307,2,3.16
O12199,P169,1,18.75
O12199,P251,1,16.8
O12200,P363,1,0.11
O12200,P374,4,17.2
O12201,P369,5,8.05
O12201,P335,4,2.04
O12201,P287,2,16.66
O12201,P161,6,0.75
O12201,P264,7,3.55
O12202,P240,5,8.17
O12202,P260,7,11.38
O12203,P211,2,17.69
O12204,P257,4,5.22
O12204,P250,3,18.31
O12205,P319,6,7.19
O12205,P106,6,7.81
O12205,P335,7,18.7
O12206,P243,6,2.41
O12206,P120,1,6.02
O12206,P168,2,6.4
O12207,P113,2,16.39
O12207,P182,2,12.61
O12207,P120,1,0.48
O12207,P389,8,11.2
O12207,P371,5,9.65
O12208,P308,2,5.17
O12208,P347,1,4.09
O12208,P228,5,5.05
O12208,P332,3,17.98
O12208,P274,3,6.7
O12209,P290,8,13.91
O12209,P249,1,15.17
O12209,P374,7,5.88
O12209,P247,8,12.41
O12209,P398,3,5.43
O12210,P249,4,16.83
O12211,P120,5,10.48
O12211,P131,5,18.31
O12211,P114,3,6.24
O12211,P306,1,2.62
O12211,P311,3,15.65
O12212,P118,3,12.76
O12213,P177,1,9.25
O12213,P291,8,5.81
O12213,P110,3,17.29
O12214,P172,2,3.75
O12215,P151,2,15.19
O12215,P152,7,13.75
O12215,P105,3,2.05
O12216,P215,1,16.75
O12216,P152,8,14.57
O12216,P374,1,13.38
O12217,P382,1,2.06
O12217,P173,2,8.22
O12218,P298,6,9.84
O12218,P289,2,15.24
O12218,P114,4,3.95
O12218,P237,5,6.54
O12219,P304,5,5.33
O12219,P200,7,8.05
O12220,P197,3,18.0
O12220,P215,4,1.09
O12220,P392,4,1.74
O12220,P134,3,14.26
O12220,P159,5,12.64
O12221,P158,6,3.97
O12221,P396,8,12.76
O12221,P324,5,15.27
O12221,P362,6,1.07
O12221,P193,2,0.77
O12222,P150,7,11.9
O12222,P318,6,7.16
O12222,P157,2,1.42
O12222,P356,4,3.0
O12223,P355,5,3.97
O12223,P305,2,13.37
O12223,P177,4,7.13
O12224,P267,5,0.08
O12224,P199,8,10.56
O12225,P162,4,13.21
O12225,P159,8,15.36
O12225,P157,3,3.66
O12225,P324,2,17.01
O12225,P270,4,15.85
O12226,P149,7,16.43
O12226,P172,1,17.24
O12226,P215,2,10.27
O12227,P162,1,1.94
O12227,P196,6,8.02
O12227,P227,8,16.38
O12227,P378,6,9.13
O12228,P366,1,8.94
O12228,P367,2,19.9
O12229,P180,1,9.89
O12229,P392,5,1.22
O12230,P320,7,16.87
O12230,P140,4,19.67
O12230,P201,8,13.37
O12231,P185,4,19.69
O12231,P291,2,18.7
O12231,P174,5,10.06
O12231,P295,4,15.83
O12231,P291,1,7.66
O12232,P344,7,9.54
O12232,P378,3,8.97
O12233,P242,8,0.62
O12233,P225,7,18.14
O12233,P366,8,19.95
O12233,P265,6,0.15
O12234,P318,4,17.17
O12234,P311,1,14.82
O12234,P296,6,4.0
O12234,P262,8,5.46
O12235,P211,8,17.89
O12235,P291,5,9.91
O12235,P176,3,17.41
O12235,P287,2,8.71
O12235,P345,6,3.92
O12236,P174,1,6.22
O12236,P226,8,5.01
O12236,P256,3,6.75
O12237,P247,1,17.32
O12237,P152,8,19.49
O12237,P378,5,1.68
O12238,P343,5,16.8
O12238,P239,7,12.84
O12238,P121,4,1.14
O12238,P167,8,9.15
O12239,P230,6,4.89
O12239,P264,4,2.49
O12239,P131,6,3.44
O12240,P347,8,17.18
O12240,P310,8,3.98
O12240,P130,8,17.72
O12240,P179,2,12.32
O12241,P282,2,14.19
O12241,P367,7,6.0
O12241,P249,6,8.72
O12241,P172,2,15.53
O12241,P173,3,5.58
O12242,P216,3,11.99
O12242,P142,1,10.3
O12242,P357,1,8.11
O12243,P311,3,5.22
O12243,P220,6,3.37
O12244,P350,8,14.32
O12244,P182,2,3.21
O12244,P252,4,5.23
O12244,P306,4,1.11
O12244,P293,1,9.07
O12245,P388,5,13.92
O12246,P354,5,8.48
O12246,P398,5,1.37
O12246,P208,4,9.03
O12247,P323,7,4.37
O12247,P289,5,10.15
O12248,P336,2,5.44
O12248,P142,6,5.73
O12248,P365,6,1.9
O12249,P260,3,3.15
O12249,P139,6,0.2
O12249,P140,6,4.64
O12249,P253,3,14.2
O12250,P336,6,2.7
O12251,P208,5,16.94
O12251,P231,5,18.68
O12251,P385,5,5.67
O12251,P175,3,13.37
O12252,P279,2,12.95
O12252,P356,1,11.91
O12252,P118,4,4.93
O12253,P354,6,10.4
O12253,P181,5,14.63
O12253,P374,6,12.21
O12254,P148,6,5.19
O12254,P290,5,12.44
O12255,P318,2,10.32
O12255,P359,8,2.42
O12256,P274,2,6.03
O12256,P175,2,9.74
O12256,P167,1,13.69
O12256,P212,1,6.24
O12256,P168,7,1.68
O12257,P232,4,9.37
O12257,P396,3,4.03
O12258,P103,1,5.73
O12259,P224,7,14.67
O12259,P203,4,17.8
O12259,P277,7,18.02
O12260,P261,7,13.82
O12260,P120,3,18.41
O12260,P228,3,4.12
O12260,P187,8,5.64
O12261,P170,1,13.85
O12262,P360,1,16.18
O12262,P251,1,4.22
O12262,P377,3,12.56
O12262,P275,3,9.17
O12262,P230,1,11.27
O12263,P127,8,12.05
O12263,P130,2,4.1
O12263,P380,7,3.23
O12263,P237,2,14.36
O12263,P220,5,15.41
O12264,P106,4,12.47
O12265,P244,2,10.35
O12265,P122,6,8.43
O12265,P394,6,6.65
O12265,P260,2,9.68
O12266,P256,4,13.75
O12266,P352,7,15.75
O12266,P213,6,16.56
O12266,P333,6,7.58
O12266,P397,5,0.78
O12267,P390,5,13.28
O12267,P235,7,18.33
O12268,P396,3,11.16
O12268,P173,6,2.09
O12268,P237,7,14.05
O12268,P189,6,16.32
O12269,P213,4,0.26
O12269,P336,8,8.88
O12269,P104,3,13.58
O12270,P227,1,9.03
O12271,P395,4,16.55
O12272,P384,5,9.47
O12272,P175,8,8.33
O12273,P118,5,12.92
O12273,P280,3,16.73
O12274,P170,4,0.41
O12274,P248,4,10.71
O12274,P136,7,16.92
O12274,P299,5,15.43
O12274,P238,7,5.92
O12275,P125,7,0.1
O12275,P195,8,15.26
O12276,P277,2,10.86
O12277,P105,7,5.95
O12278,P307,4,12.88
O12278,P310,1,3.22
O12278,P102,2,10.81
O12278,P312,1,12.33
O12278,P315,4,18.81
O12279,P288,2,1.46
O12279,P327,5,15.22
O12279,P228,2,13.54
O12279,P231,8,13.27
O12280,P331,2,2.2
O12280,P317,8,19.75
O12280,P356,4,13.13
O12280,P147,5,15.69
O12281,P358,8,4.47
O12281,P176,2,5.08
O12281,P157,1,11.5
O12282,P143,7,10.09
O12282,P210,7,2.62
O12282,P331,2,4.86
O12283,P138,6,8.64
O12283,P242,7,7.26
O12283,P206,1,12.7
O12283,P396,7,15.35
O12283,P277,2,9.28
O12284,P131,8,10.96
O12284,P250,8,12.12
O12284,P251,2,17.15
O12284,P381,6,0.97
O12284,P109,3,13.32
O12285,P176,6,18.76
O12285,P106,8,16.97
O12285,P395,6,7.82
O12285,P128,2,13.78
O12286,P208,7,2.09
O12286,P151,1,15.75
O12286,P345,5,9.19
O12287,P298,6,16.94
O12287,P397,8,15.81
O12287,P105,1,5.46
O12287,P202,5,14.99
O12288,P126,2,5.23
O12288,P208,5,11.12
O12288,P134,6,0.14
O12288,P193,2,16.52
O12288,P365,6,1.26
O12289,P115,2,14.35
O12289,P172,4,2.96
O12289,P323,4,11.7
O12290,P235,5,16.12
O12290,P244,5,16.37
O12291,P183,6,0.3
O12291,P275,4,12.38
O12292,P245,1,18.78
O12292,P215,5,10.38
O12292,P243,4,11.04
O12293,P388,5,0.0
O12293,P120,3,10.24
O12294,P157,7,3.96
O12294,P342,1,4.71
O12294,P306,5,19.38
O12294,P128,2,13.12
O12295,P354,4,18.77
O12295,P131,8,13.31
O12295,P386,2,18.68
O12295,P178,3,2.65
O12296,P320,6,9.25
O12296,P226,4,1.02
O12296,P313,3,17.15
O12297,P181,8,8.77
O12297,P264,7,6.65
O12298,P111,4,9.85
O12298,P143,1,19.68
O12298,P382,5,18.68
O12298,P377,3,8.39
O12299,P154,4,16.91
O12299,P184,1,9.48
O12299,P286,3,1.92
O12299,P377,1,9.34
O12299,P229,1,0.48
O12300,P163,6,11.17
O12300,P239,1,13.45
O12300,P225,7,19.48
O12301,P335,3,7.89
O12301,P397,1,18.99
O12301,P241,7,19.17
O12301,P309,3,13.44
O12301,P221,2,5.29
O12302,P108,4,17.44
O12302,P343,4,17.97
O12303,P111,8,3.51
O12303,P254,4,9.17
O12303,P227,4,10.31
O12303,P354,6,14.17
O12303,P370,2,3.7
O12304,P344,7,9.59
O12305,P301,8,1.3
O12305,P316,3,1.91
O12306,P108,7,5.59
O12306,P159,5,12.73
O12306,P397,1,10.78
O12306,P313,5,1.4
O12307,P108,4,5.77
O12307,P379,3,9.83
O12308,P231,8,3.03
O12308,P309,3,1.17
O12308,P346,6,12.25
O12308,P348,4,3.28
O12309,P158,4,5.64
O12309,P316,6,19.4
O12310,P333,8,4.26
O12311,P131,7,18.24
O12311,P373,3,1.04
O12311,P348,2,0.13
O12312,P245,3,16.62
O12313,P331,3,3.25
O12314,P339,3,6.02
O12314,P112,6,19.48
O12314,P305,2,18.66
O12315,P351,8,16.58
O12315,P385,4,0.03
O12315,P210,1,5.0
O12315,P298,7,6.44
O12316,P208,4,8.18
O12316,P371,5,14.75
O12316,P251,1,19.89
O12316,P190,8,1.37
O12316,P249,8,12.75
O12317,P151,1,17.73
O12317,P356,6,7.13
O12317,P247,5,3.51
O12317,P106,6,13.33
O12318,P277,1,8.43
O12318,P256,3,13.74
O12318,P123,3,7.37
O12319,P388,3,5.62
O12319,P179,6,16.87
O12319,P216,4,5.01
O12319,P368,8,9.72
O12320,P119,6,13.08
O12320,P111,1,8.01
O12321,P176,7,19.96
O12321,P326,7,8.8
O12321,P280,3,5.21
O12322,P101,5,14.63
O12322,P290,2,0.13
O12322,P108,5,2.35
O12322,P319,5,14.09
O12323,P127,1,12.7
O12323,P169,7,10.44
O12323,P389,1,11.06
O12324,P396,6,5.96
O12324,P339,7,9.43
O12324,P347,6,13.62
O12325,P372,6,11.27
O12325,P370,6,2.79
O12325,P161,3,11.55
O12325,P134,7,15.13
O12326,P285,6,19.16
O12326,P330,3,6.13
O12326,P379,3,5.08
O12327,P291,1,0.86
O12327,P205,2,6.19
O12327,P237,4,16.77
O12328,P231,1,16.72
O12328,P166,1,6.37
O12328,P243,6,4.45
O12329,P265,1,18.4
O12330,P398,4,9.21
O12331,P200,1,12.23
O12331,P235,4,6.43
O12331,P106,8,6.77
O12331,P300,7,11.78
O12331,P334,3,9.69
O12332,P158,8,11.77
O12333,P388,5,17.69
O12334,P169,7,2.72
O12334,P136,3,4.51
O12334,P254,1,18.22
O12334,P317,8,17.72
O12334,P208,3,13.22
O12335,P346,2,8.24
O12336,P352,6,0.5
O12336,P215,3,16.96
O12336,P381,7,1.82
O12336,P348,8,19.77
O12336,P254,5,0.57
O12337,P108,6,11.54
O12337,P243,1,17.23
O12337,P357,4,12.3
O12338,P312,2,10.25
O12338,P201,2,12.38
O12339,P302,6,14.64
O12339,P339,5,6.85
O12339,P290,7,10.95
O12339,P266,7,19.36
O12339,P104,8,16.16
O12340,P301,8,16.37
O12340,P273,5,7.57
O12341,P184,4,8.14
O12342,P387,5,0.0
O12342,P187,7,19.69
O12342,P294,6,14.22
O12342,P286,2,3.49
O12342,P270,6,8.22
O12343,P328,1,15.11
O12343,P317,8,8.86
O12343,P170,6,8.7
O12343,P132,5,12.88
O12344,P128,2,2.48
O12344,P121,8,14.78
O12345,P225,1,8.52
O12346,P138,2,7.88
O12346,P283,4,16.08
O12346,P388,2,17.4
O12346,P303,2,18.97
O12347,P247,3,12.58
O12347,P336,1,10.11
O12347,P193,2,8.6
O12348,P365,1,16.73
O12348,P360,3,6.1
O12348,P313,3,11.36
O12348,P120,6,16.05
O12349,P138,5,17.28
O12349,P121,4,2.68
O12350,P353,7,9.74
O12350,P130,5,4.69
O12350,P240,8,14.58
O12350,P372,2,3.05
O12350,P260,6,14.74
O12351,P153,4,6.53
O12351,P160,2,6.22
O12351,P297,5,18.15
O12351,P327,4,9.14
O12351,P184,6,12.63
O12352,P263,2,12.95
O12352,P159,8,17.9
O12352,P176,2,11.38
O12353,P386,6,17.46
O12353,P390,5,5.83
O12353,P249,1,15.43
O12353,P195,2,2.85
O12353,P151,6,2.1
O12354,P185,2,2.48
O12354,P129,6,19.33
O12355,P354,7,2.69
O12356,P347,7,19.07
O12356,P231,6,4.84
O12357,P125,8,18.79
O12357,P257,8,8.04
O12358,P166,3,1.3
O12358,P385,3,19.66
O12358,P141,8,1.76
O12358,P221,8,12.26
O12359,P268,1,11.36
O12359,P107,4,7.06
O12359,P218,5,11.07
O12360,P161,7,16.21
O12360,P213,8,16.98
O12360,P327,5,8.21
O12360,P278,6,13.87
O12360,P171,8,11.84
O12361,P188,4,5.27
O12361,P281,1,15.52
O12361,P387,7,7.67
O12361,P312,2,5.92
O12362,P337,5,5.84
O12362,P332,2,19.16
O12362,P211,2,10.17
O12362,P137,8,1.92
O12362,P121,2,19.34
O12363,P231,8,19.1
O12364,P215,5,3.63
O12364,P366,3,9.88
O12364,P119,1,12.87
O12365,P372,7,4.59
O12365,P139,2,9.69
O12365,P323,4,11.99
O12365,P147,8,16.63
O12365,P263,8,6.69
O12366,P369,7,3.0
O12366,P332,5,15.04
O12367,P355,7,1.64
O12367,P236,5,13.57
O12367,P186,6,16.64
O12368,P371,2,2.02
O12368,P377,6,19.35
O12368,P396,2,4.24
O12369,P144,1,16.96
O12369,P317,4,9.58
O12369,P358,8,11.22
O12370,P380,4,10.94
O12370,P318,7,5.34
O12370,P239,6,14.68
O12370,P163,5,8.45
O12370,P211,4,12.44
O12371,P371,2,13.25
O12371,P399,8,16.5
O12371,P131,4,19.13
O12371,P172,6,15.81
O12371,P378,5,5.69
O12372,P146,1,6.98
O12372,P383,7,15.72
O12372,P195,3,14.82
O12372,P117,4,10.31
O12372,P380,2,2.83
O12373,P272,5,7.75
O12374,P129,2,2.16
O12374,P316,3,16.67
O12375,P298,5,11.78
O12375,P274,4,19.03
O12375,P129,6,7.51
O12375,P253,4,17.57
O12375,P347,5,16.13
O12376,P390,1,2.34
O12376,P256,2,0.22
O12377,P158,4,5.52
O12377,P360,3,12.26
O12377,P140,8,9.71
O12377,P121,2,11.18
O12378,P129,6,9.29
O12378,P222,4,18.15
O12379,P217,2,1.77
O12379,P170,4,18.44
O12379,P230,3,10.12
O12379,P378,7,18.94
O12379,P123,1,5.09
O12380,P162,6,19.14
O12380,P293,4,15.65
O12380,P144,5,6.25
O12380,P263,6,12.61
O12380,P190,5,1.48
O12381,P218,5,14.85
O12382,P336,1,19.19
O12383,P310,8,16.17
O12383,P160,4,8.17
O12383,P214,1,8.83
O12383,P336,7,19.9
O12383,P393,8,3.17
O12384,P344,3,9.57
O12384,P385,3,5.47
O12385,P194,7,3.42
O12385,P303,6,9.0
O12386,P159,2,2.88
O12386,P345,7,15.23
O12387,P123,7,16.95
O12387,P343,1,14.52
O12387,P337,2,13.88
O12388,P330,4,13.72
O12388,P177,2,3.0
O12389,P391,8,16.49
O12390,P223,2,11.5
O12390,P396,5,7.54
O12390,P182,3,1.29
O12390,P249,8,9.68
O12391,P393,1,6.13
O12391,P162,8,4.1
O12392,P271,8,0.66
O12392,P328,7,16.15
O12392,P134,2,8.4
O12392,P237,5,15.88
O12392,P129,3,13.42
O12393,P271,7,13.56
O12394,P148,1,10.13
O12395,P255,1,17.57
O12396,P364,8,14.34
O12396,P130,3,13.1
O12396,P116,3,12.85
O12397,P227,2,0.43
O12397,P285,1,12.69
O12397,P239,8,6.39
O12398,P118,5,19.91
O12399,P124,6,11.05
O12400,P176,7,16.59
O12400,P174,8,16.53
O12400,P199,5,4.83
O12400,P153,6,10.64
O12401,P381,4,13.65
O12401,P306,1,5.96
O12401,P149,3,10.12
O12401,P282,6,1.33
O12401,P228,1,7.04
O12402,P173,8,5.13
O12402,P310,7,13.29
O12403,P235,7,15.37
O12404,P381,2,3.11
O12405,P311,4,4.74
O12405,P188,5,7.48
O12405,P157,1,18.52
O12405,P145,3,3.45
O12406,P143,2,12.63
O12406,P295,3,18.53
O12406,P291,6,12.2
O12407,P204,7,8.88
O12407,P124,8,13.54
O12407,P140,8,14.29
O12407,P347,5,1.45
O12407,P232,6,19.95
O12408,P387,1,12.01
O12409,P128,1,1.01
O12409,P135,2,1.12
O12409,P347,2,19.08
O12410,P216,5,19.53
O12410,P283,7,5.23
O12410,P124,1,7.55
O12411,P107,5,13.57
O12411,P214,8,2.42
O12412,P386,4,1.24
O12412,P389,8,6.37
O12412,P187,7,3.36
O12412,P216,3,9.1
O12412,P258,5,5.1
O12413,P220,8,19.79
O12413,P344,2,10.79
O12413,P285,1,3.14
O12413,P296,2,12.16
O12413,P182,1,15.37
O12414,P388,7,11.94
O12414,P293,2,0.72
O12415,P379,3,9.85
O12415,P381,7,10.31
O12416,P226,8,14.75
O12417,P145,4,5.31
O12418,P146,7,17.39
O12418,P172,4,4.55
O12418,P211,4,9.02
O12418,P237,6,15.48
O12419,P210,4,11.41
O12419,P255,6,7.53
O12419,P204,5,14.53
O12420,P330,1,9.36
O12420,P256,4,7.43
O12420,P328,2,7.32
O12420,P270,7,2.02
O12421,P276,2,19.14
O12422,P145,4,2.32
O12422,P166,2,11.92
O12422,P240,6,17.22
O12423,P164,1,0.12
O12423,P346,2,16.39
O12423,P160,8,13.53
O12424,P366,1,6.0
O12424,P287,4,12.46
O12424,P372,3,16.01
O12424,P345,5,15.32
O12424,P244,2,10.44
O12425,P153,1,8.97
O12425,P298,6,12.98
O12425,P220,6,13.65
O12426,P155,8,17.42
O12426,P335,4,19.32
O12426,P199,2,14.89
O12427,P185,2,12.89
O12428,P201,4,8.86
O12428,P261,4,5.38
O12428,P130,1,3.98
O12428,P289,6,8.44
O12429,P323,5,19.61
O12430,P358,5,19.83
O12430,P373,6,19.66
O12430,P339,1,2.04
O12431,P288,4,8.43
O12431,P389,4,18.13
O12432,P149,8,15.49
O12432,P103,2,11.28
O12432,P211,5,19.09
O12432,P270,7,3.54
O12432,P311,2,11.63
O12433,P100,4,7.21
O12433,P128,6,0.28
O12433,P201,4,16.32
O12434,P171,6,4.48
O12434,P359,7,18.9
O12434,P377,7,4.41
O12434,P112,6,9.21
O12434,P258,1,7.83
O12435,P213,1,6.0
O12435,P134,2,17.48
O12435,P300,1,7.45
O12435,P374,7,17.71
O12436,P391,3,19.36
O12436,P146,8,14.99
O12437,P350,1,4.56
O12437,P250,8,12.8
O12437,P391,5,5.42
O12437,P364,3,16.75
O12437,P388,5,3.15
O12438,P237,3,18.09
O12439,P174,7,0.51
O12440,P374,5,14.92
O12440,P262,3,14.24
O12440,P363,1,15.79
O12441,P146,7,15.8
O12441,P345,6,7.51
O12442,P279,5,18.41
